"","mots","ngrammot","motifs","Oeuvre"
"5197",",",", mais , en",", mais , en","Huysmans-Rebours"
"5198","mais","mais , en revanche","mais , en NC","Huysmans-Rebours"
"5199",",",", en revanche ,",", en NC ,","Huysmans-Rebours"
"5200","en","en revanche , il","en NC , il","Huysmans-Rebours"
"5201","revanche","revanche , il était","NC , il être","Huysmans-Rebours"
"5202",",",", il était absolument",", il être ADVTOT","Huysmans-Rebours"
"5203","il","il était absolument incapable","il être ADVTOT ADJ","Huysmans-Rebours"
"5204","était","était absolument incapable d'","être ADVTOT ADJ de","Huysmans-Rebours"
"5205","absolument","absolument incapable d' expliquer","ADVTOT ADJ de INF","Huysmans-Rebours"
"5206","incapable","incapable d' expliquer deux","ADJ de INF NUM","Huysmans-Rebours"
"5207","d'","d' expliquer deux mots","de INF NUM NC","Huysmans-Rebours"
"5208","expliquer","expliquer deux mots de","INF NUM NC de","Huysmans-Rebours"
"5209","deux","deux mots de ,","NUM NC de ,","Huysmans-Rebours"
"5210","mots","mots de , ne","NC de , ne","Huysmans-Rebours"
"5211","de","de , ne témoignait","de , ne VIMP","Huysmans-Rebours"
"5212",",",", ne témoignait d'",", ne VIMP de","Huysmans-Rebours"
"5213","ne","ne témoignait d' aucune","ne VIMP de aucun","Huysmans-Rebours"
"5214","témoignait","témoignait d' aucune pour","VIMP de aucun pour","Huysmans-Rebours"
"5215","d'","d' aucune pour les","de aucun pour le","Huysmans-Rebours"
"5216","aucune","aucune pour les langues","aucun pour le NCCOR","Huysmans-Rebours"
"5217","pour","pour les langues vivantes","pour le NCCOR ADJ","Huysmans-Rebours"
"5218","les","les langues vivantes ,","le NCCOR ADJ ,","Huysmans-Rebours"
"5219","langues","langues vivantes , et","NCCOR ADJ , et","Huysmans-Rebours"
"5220","vivantes","vivantes , et il","ADJ , et il","Huysmans-Rebours"
"5221",",",", et il se",", et il se","Huysmans-Rebours"
"5222","et","et il se révéla","et il se VPS","Huysmans-Rebours"
"5223","il","il se révéla tel","il se VPS tel","Huysmans-Rebours"
"5224","se","se révéla tel qu'","se VPS tel que","Huysmans-Rebours"
"5225","révéla","révéla tel qu' un","VPS tel que un","Huysmans-Rebours"
"5226","tel","tel qu' un être","tel que un être","Huysmans-Rebours"
"5227","qu'","qu' un être parfaitement","que un être ADVTOT","Huysmans-Rebours"
"5228","un","un être parfaitement obtus","un être ADVTOT PPAS","Huysmans-Rebours"
"5229","être","être parfaitement obtus ,","être ADVTOT PPAS ,","Huysmans-Rebours"
"5230","parfaitement","parfaitement obtus , dès","ADVTOT PPAS , dès","Huysmans-Rebours"
"5231","obtus","obtus , dès qu'","PPAS , dès que","Huysmans-Rebours"
"5232",",",", dès qu' on",", dès que on","Huysmans-Rebours"
"5233","dès","dès qu' on s'","dès que on se","Huysmans-Rebours"
"5234","qu'","qu' on s' efforça","que on se VPS","Huysmans-Rebours"
"5235","on","on s' efforça de","on se VPS de","Huysmans-Rebours"
"5236","s'","s' efforça de lui","se VPS de lui","Huysmans-Rebours"
"5237","efforça","efforça de lui apprendre","VPS de lui INF","Huysmans-Rebours"
"5238","de","de lui apprendre les","de lui INF le","Huysmans-Rebours"
"5239","lui","lui apprendre les premiers","lui INF le ADJ","Huysmans-Rebours"
"5240","apprendre","apprendre les premiers éléments","INF le ADJ NC","Huysmans-Rebours"
"5241","les","les premiers éléments de","le ADJ NC de","Huysmans-Rebours"
"5242","premiers","premiers éléments de les","ADJ NC de le","Huysmans-Rebours"
"5243","éléments","éléments de les sciences","NC de le NC","Huysmans-Rebours"
"5244","de","de les sciences .","de le NC .","Huysmans-Rebours"
"5245","les","les sciences . Sa","le NC . DETPOSS","Huysmans-Rebours"
"5246","sciences","sciences . Sa famille","NC . DETPOSS NC","Huysmans-Rebours"
"5247",".",". Sa famille se",". DETPOSS NC se","Huysmans-Rebours"
"5248","Sa","Sa famille se préoccupait","DETPOSS NC se VIMP","Huysmans-Rebours"
"5249","famille","famille se préoccupait peu","NC se VIMP peu","Huysmans-Rebours"
"5250","se","se préoccupait peu de","se VIMP peu de","Huysmans-Rebours"
"5251","préoccupait","préoccupait peu de lui","VIMP peu de lui","Huysmans-Rebours"
"5252","peu","peu de lui ;","peu de lui ;","Huysmans-Rebours"
"5253","de","de lui ; parfois","de lui ; parfois","Huysmans-Rebours"
"5254","lui","lui ; parfois son","lui ; parfois DETPOSS","Huysmans-Rebours"
"5255",";","; parfois son père","; parfois DETPOSS NC","Huysmans-Rebours"
"5256","parfois","parfois son père venait","parfois DETPOSS NC VIMP","Huysmans-Rebours"
"5257","son","son père venait le","DETPOSS NC VIMP le","Huysmans-Rebours"
"5258","père","père venait le visiter","NC VIMP le INF","Huysmans-Rebours"
"5259","venait","venait le visiter à","VIMP le INF à","Huysmans-Rebours"
"5260","le","le visiter à le","le INF à le","Huysmans-Rebours"
"5261","visiter","visiter à le pensionnat","INF à le NC","Huysmans-Rebours"
"5262","à","à le pensionnat :","à le NC :","Huysmans-Rebours"
"5263","le","le pensionnat : «","le NC : ""","Huysmans-Rebours"
"5264","pensionnat","pensionnat : « Bonjour","NC : "" INTJ","Huysmans-Rebours"
"5265",":",": « Bonjour ,",": "" INTJ ,","Huysmans-Rebours"
"5266","«","« Bonjour , bonsoir",""" INTJ , NC","Huysmans-Rebours"
"5267","Bonjour","Bonjour , bonsoir ,","INTJ , NC ,","Huysmans-Rebours"
"5268",",",", bonsoir , sois",", NC , ADV","Huysmans-Rebours"
"5269","bonsoir","bonsoir , sois sage","NC , ADV ADJ","Huysmans-Rebours"
"5270",",",", sois sage et",", ADV ADJ et","Huysmans-Rebours"
"5271","sois","sois sage et travaille","ADV ADJ et PRES","Huysmans-Rebours"
"5272","sage","sage et travaille bien","ADJ et PRES bien","Huysmans-Rebours"
"5273","et","et travaille bien »","et PRES bien ""","Huysmans-Rebours"
"5274","travaille","travaille bien » À","PRES bien "" à","Huysmans-Rebours"
"5275","bien","bien » À les","bien "" à le","Huysmans-Rebours"
"5276","»","» À les vacances",""" à le NC","Huysmans-Rebours"
"5277","À","À les vacances ,","à le NC ,","Huysmans-Rebours"
"5278","les","les vacances , l'","le NC , le","Huysmans-Rebours"
"5279","vacances","vacances , l' été","NC , le NC","Huysmans-Rebours"
"5280",",",", l' été ,",", le NC ,","Huysmans-Rebours"
"5281","l'","l' été , il","le NC , il","Huysmans-Rebours"
"5282","été","été , il partait","NC , il VIMP","Huysmans-Rebours"
"5283",",",", il partait pour",", il VIMP pour","Huysmans-Rebours"
"5284","il","il partait pour le","il VIMP pour le","Huysmans-Rebours"
"5285","partait","partait pour le château","VIMP pour le NC","Huysmans-Rebours"
"5286","pour","pour le château de","pour le NC de","Huysmans-Rebours"
"5287","le","le château de Lourps","le NC de NC","Huysmans-Rebours"
"5288","château","château de Lourps ;","NC de NC ;","Huysmans-Rebours"
"5289","de","de Lourps ; sa","de NC ; DETPOSS","Huysmans-Rebours"
"5290","Lourps","Lourps ; sa présence","NC ; DETPOSS NC","Huysmans-Rebours"
"5291",";","; sa présence ne","; DETPOSS NC ne","Huysmans-Rebours"
"5292","sa","sa présence ne tirait","DETPOSS NC ne VIMP","Huysmans-Rebours"
"5293","présence","présence ne tirait pas","NC ne VIMP pas","Huysmans-Rebours"
"5294","ne","ne tirait pas sa","ne VIMP pas DETPOSS","Huysmans-Rebours"
"5295","tirait","tirait pas sa mère","VIMP pas DETPOSS NC","Huysmans-Rebours"
"5296","pas","pas sa mère de","pas DETPOSS NC de","Huysmans-Rebours"
"5297","sa","sa mère de ses","DETPOSS NC de DETPOSS","Huysmans-Rebours"
"5298","mère","mère de ses rêveries","NC de DETPOSS NC","Huysmans-Rebours"
"5299","de","de ses rêveries ;","de DETPOSS NC ;","Huysmans-Rebours"
"5300","ses","ses rêveries ; elle","DETPOSS NC ; elle","Huysmans-Rebours"
"5301","rêveries","rêveries ; elle l'","NC ; elle le","Huysmans-Rebours"
"5302",";","; elle l' apercevait","; elle le VIMP","Huysmans-Rebours"
"5303","elle","elle l' apercevait à","elle le VIMP à","Huysmans-Rebours"
"5304","l'","l' apercevait à peine","le VIMP à NCABS","Huysmans-Rebours"
"5305","apercevait","apercevait à peine ,","VIMP à NCABS ,","Huysmans-Rebours"
"5306","à","à peine , ou","à NCABS , ou","Huysmans-Rebours"
"5307","peine","peine , ou le","NCABS , ou le","Huysmans-Rebours"
"5308",",",", ou le contemplait",", ou le NC","Huysmans-Rebours"
"5309","ou","ou le contemplait ,","ou le NC ,","Huysmans-Rebours"
"5310","le","le contemplait , pendant","le NC , pendant","Huysmans-Rebours"
"5311","contemplait","contemplait , pendant quelques","NC , pendant quelque","Huysmans-Rebours"
"5312",",",", pendant quelques secondes",", pendant quelque NC","Huysmans-Rebours"
"5313","pendant","pendant quelques secondes ,","pendant quelque NC ,","Huysmans-Rebours"
"5314","quelques","quelques secondes , avec","quelque NC , avec","Huysmans-Rebours"
"5315","secondes","secondes , avec un","NC , avec un","Huysmans-Rebours"
"5316",",",", avec un sourire",", avec un NC","Huysmans-Rebours"
"5317","avec","avec un sourire presque","avec un NC presque","Huysmans-Rebours"
"5318","un","un sourire presque douloureux","un NC presque ADJ","Huysmans-Rebours"
"5319","sourire","sourire presque douloureux ,","NC presque ADJ ,","Huysmans-Rebours"
"5320","presque","presque douloureux , puis","presque ADJ , puis","Huysmans-Rebours"
"5321","douloureux","douloureux , puis elle","ADJ , puis elle","Huysmans-Rebours"
"5322",",",", puis elle s'",", puis elle se","Huysmans-Rebours"
"5323","puis","puis elle s' absorbait","puis elle se VIMP","Huysmans-Rebours"
"5324","elle","elle s' absorbait de","elle se VIMP de","Huysmans-Rebours"
"5325","s'","s' absorbait de nouveau","se VIMP de ADJ","Huysmans-Rebours"
"5326","absorbait","absorbait de nouveau dans","VIMP de ADJ dans","Huysmans-Rebours"
"5327","de","de nouveau dans la","de ADJ dans le","Huysmans-Rebours"
"5328","nouveau","nouveau dans la nuit","ADJ dans le NC","Huysmans-Rebours"
"5329","dans","dans la nuit factice","dans le NC ADJ","Huysmans-Rebours"
"5330","la","la nuit factice dont","le NC ADJ dont","Huysmans-Rebours"
"5331","nuit","nuit factice dont les","NC ADJ dont le","Huysmans-Rebours"
"5332","factice","factice dont les épais","ADJ dont le ADJ","Huysmans-Rebours"
"5333","dont","dont les épais rideaux","dont le ADJ NC","Huysmans-Rebours"
"5334","les","les épais rideaux de","le ADJ NC de","Huysmans-Rebours"
"5335","épais","épais rideaux de les","ADJ NC de le","Huysmans-Rebours"
"5336","rideaux","rideaux de les croisées","NC de le NC","Huysmans-Rebours"
"5337","de","de les croisées enveloppaient","de le NC VIMP","Huysmans-Rebours"
"5338","les","les croisées enveloppaient la","le NC VIMP le","Huysmans-Rebours"
"5339","croisées","croisées enveloppaient la chambre","NC VIMP le NC","Huysmans-Rebours"
"5340","enveloppaient","enveloppaient la chambre .","VIMP le NC .","Huysmans-Rebours"
"5341","la","la chambre . Les","le NC . le","Huysmans-Rebours"
"5342","chambre","chambre . Les domestiques","NC . le NC","Huysmans-Rebours"
"5343",".",". Les domestiques étaient",". le NC être","Huysmans-Rebours"
"5344","Les","Les domestiques étaient ennuyés","le NC être PPAS","Huysmans-Rebours"
"5345","domestiques","domestiques étaient ennuyés et","NC être PPAS et","Huysmans-Rebours"
"5346","étaient","étaient ennuyés et vieux","être PPAS et ADJ","Huysmans-Rebours"
"5347","ennuyés","ennuyés et vieux .","PPAS et ADJ .","Huysmans-Rebours"
"5348","et","et vieux . L'","et ADJ . le","Huysmans-Rebours"
"5349","vieux","vieux . L' enfant","ADJ . le NC","Huysmans-Rebours"
"5350",".",". L' enfant ,",". le NC ,","Huysmans-Rebours"
"5351","L'","L' enfant , abandonné","le NC , PPAS","Huysmans-Rebours"
"5352","enfant","enfant , abandonné à","NC , PPAS à","Huysmans-Rebours"
"5353",",",", abandonné à lui-même",", PPAS à lui-même","Huysmans-Rebours"
"5354","abandonné","abandonné à lui-même ,","PPAS à lui-même ,","Huysmans-Rebours"
"5355","à","à lui-même , fouillait","à lui-même , VIMP","Huysmans-Rebours"
"5356","lui-même","lui-même , fouillait dans","lui-même , VIMP dans","Huysmans-Rebours"
"5357",",",", fouillait dans les",", VIMP dans le","Huysmans-Rebours"
"5358","fouillait","fouillait dans les ,","VIMP dans le ,","Huysmans-Rebours"
"5359","dans","dans les , les","dans le , le","Huysmans-Rebours"
"5360","les","les , les jours","le , le NC","Huysmans-Rebours"
"5361",",",", les jours de",", le NC de","Huysmans-Rebours"
"5362","les","les jours de pluie","le NC de NC","Huysmans-Rebours"
"5363","jours","jours de pluie ;","NC de NC ;","Huysmans-Rebours"
"5364","de","de pluie ; errait","de NC ; VIMP","Huysmans-Rebours"
"5365","pluie","pluie ; errait ,","NC ; VIMP ,","Huysmans-Rebours"
"5366",";","; errait , les","; VIMP , le","Huysmans-Rebours"
"5367","errait","errait , les après-midi","VIMP , le NC","Huysmans-Rebours"
"5368",",",", les après-midi de",", le NC de","Huysmans-Rebours"
"5369","les","les après-midi de beau","le NC de ADJ","Huysmans-Rebours"
"5370","après-midi","après-midi de beau temps","NC de ADJ NC","Huysmans-Rebours"
"5371","de","de beau temps ,","de ADJ NC ,","Huysmans-Rebours"
"5372","beau","beau temps , dans","ADJ NC , dans","Huysmans-Rebours"
"5373","temps","temps , dans la","NC , dans le","Huysmans-Rebours"
"5374",",",", dans la campagne",", dans le NC","Huysmans-Rebours"
"5375","dans","dans la campagne .","dans le NC .","Huysmans-Rebours"
"5376","la","la campagne . Sa","le NC . DETPOSS","Huysmans-Rebours"
"5377","campagne","campagne . Sa grande","NC . DETPOSS ADJ","Huysmans-Rebours"
"5378",".",". Sa grande joie",". DETPOSS ADJ NCABS","Huysmans-Rebours"
"5379","Sa","Sa grande joie était","DETPOSS ADJ NCABS être","Huysmans-Rebours"
"5380","grande","grande joie était de","ADJ NCABS être de","Huysmans-Rebours"
"5381","joie","joie était de descendre","NCABS être de INF","Huysmans-Rebours"
"5382","était","était de descendre dans","être de INF dans","Huysmans-Rebours"
"5383","de","de descendre dans le","de INF dans le","Huysmans-Rebours"
"5384","descendre","descendre dans le vallon","INF dans le NC","Huysmans-Rebours"
"5385","dans","dans le vallon ,","dans le NC ,","Huysmans-Rebours"
"5386","le","le vallon , de","le NC , de","Huysmans-Rebours"
"5387","vallon","vallon , de gagner","NC , de INF","Huysmans-Rebours"
"5388",",",", de gagner Jutigny",", de INF NP","Huysmans-Rebours"
"5389","de","de gagner Jutigny ,","de INF NP ,","Huysmans-Rebours"
"5390","gagner","gagner Jutigny , un","INF NP , un","Huysmans-Rebours"
"5391","Jutigny","Jutigny , un village","NP , un NC","Huysmans-Rebours"
"5392",",",", un village planté",", un NC PPAS","Huysmans-Rebours"
"5393","un","un village planté à","un NC PPAS à","Huysmans-Rebours"
"5394","village","village planté à le","NC PPAS à le","Huysmans-Rebours"
"5395","planté","planté à le pied","PPAS à le NCCOR","Huysmans-Rebours"
"5396","à","à le pied de","à le NCCOR de","Huysmans-Rebours"
"5397","le","le pied de les","le NCCOR de le","Huysmans-Rebours"
"5398","pied","pied de les collines","NCCOR de le NC","Huysmans-Rebours"
"5399","de","de les collines ,","de le NC ,","Huysmans-Rebours"
"5400","les","les collines , un","le NC , un","Huysmans-Rebours"
"5401","collines","collines , un petit","NC , un ADJ","Huysmans-Rebours"
"5402",",",", un petit tas",", un ADJ NC","Huysmans-Rebours"
"5403","un","un petit tas de","un ADJ NC de","Huysmans-Rebours"
"5404","petit","petit tas de maisonnettes","ADJ NC de NC","Huysmans-Rebours"
"5405","tas","tas de maisonnettes coiffées","NC de NC PPAS","Huysmans-Rebours"
"5406","de","de maisonnettes coiffées de","de NC PPAS de","Huysmans-Rebours"
"5407","maisonnettes","maisonnettes coiffées de bonnets","NC PPAS de NC","Huysmans-Rebours"
"5408","coiffées","coiffées de bonnets de","PPAS de NC de","Huysmans-Rebours"
"5409","de","de bonnets de chaume","de NC de NC","Huysmans-Rebours"
"5410","bonnets","bonnets de chaume parsemés","NC de NC PPAS","Huysmans-Rebours"
"5411","de","de chaume parsemés de","de NC PPAS de","Huysmans-Rebours"
"5412","chaume","chaume parsemés de touffes","NC PPAS de NC","Huysmans-Rebours"
"5413","parsemés","parsemés de touffes de","PPAS de NC de","Huysmans-Rebours"
"5414","de","de touffes de joubarbe","de NC de NC","Huysmans-Rebours"
"5415","touffes","touffes de joubarbe et","NC de NC et","Huysmans-Rebours"
"5416","de","de joubarbe et de","de NC et de","Huysmans-Rebours"
"5417","joubarbe","joubarbe et de bouquets","NC et de NC","Huysmans-Rebours"
"5418","et","et de bouquets de","et de NC de","Huysmans-Rebours"
"5419","de","de bouquets de mousse","de NC de NC","Huysmans-Rebours"
"5420","bouquets","bouquets de mousse .","NC de NC .","Huysmans-Rebours"
"5421","de","de mousse . Il","de NC . il","Huysmans-Rebours"
"5422","mousse","mousse . Il se","NC . il se","Huysmans-Rebours"
"5423",".",". Il se couchait",". il se VIMP","Huysmans-Rebours"
"5424","Il","Il se couchait dans","il se VIMP dans","Huysmans-Rebours"
"5425","se","se couchait dans la","se VIMP dans le","Huysmans-Rebours"
"5426","couchait","couchait dans la prairie","VIMP dans le NC","Huysmans-Rebours"
"5427","dans","dans la prairie ,","dans le NC ,","Huysmans-Rebours"
"5428","la","la prairie , à","le NC , à","Huysmans-Rebours"
"5429","prairie","prairie , à ombre","NC , à NC","Huysmans-Rebours"
"5430",",",", à ombre de",", à NC de","Huysmans-Rebours"
"5431","à","à ombre de les","à NC de le","Huysmans-Rebours"
"5432","ombre","ombre de les hautes","NC de le NC","Huysmans-Rebours"
"5433","de","de les hautes meules","de le NC ADJ","Huysmans-Rebours"
"5434","les","les hautes meules ,","le NC ADJ ,","Huysmans-Rebours"
"5435","hautes","hautes meules , écoutant","NC ADJ , PPRES","Huysmans-Rebours"
"5436","meules","meules , écoutant le","ADJ , PPRES le","Huysmans-Rebours"
"5437",",",", écoutant le bruit",", PPRES le NC","Huysmans-Rebours"
"5438","écoutant","écoutant le bruit sourd","PPRES le NC NC","Huysmans-Rebours"
